area,1.5m humi_y,1.5m temp_y,5cm earth_y,radio,all_product
72.14,82,21,21.6,17.58,198
196.85,86,20.5,23.4,17.9,38
177.45,85,21.5,23.4,15.46,965.85
169.04,99,19.9,23.4,1.54,2225
196.85,90,22.2,23.8,5.67,72
72.14,86,22,21.5,11.09,159
177.45,95,21,23,3.79,1103.25
213.55,92,21.1,22,2.09,209
169.04,96,21.1,22.2,2.48,2327.7
196.85,98,20.9,22.8,1.63,43.7
72.14,94,21.9,21.5,2.33,306
177.45,100,20.8,23.2,1.82,975.5
213.55,80,22.9,22.9,17.82,115.5
169.04,89,21.2,22.9,14.78,2780.9
72.14,85,22.8,21.6,11.25,88
177.45,92,22.4,23.9,13.85,800
169.04,88,21.8,23.3,17.69,2700.6
196.85,88,20.5,22.7,16.06,38.8
72.14,88,21.9,22,16.37,76
213.55,88,21,23.2,15.02,16
169.04,82,22.5,22.5,12.21,140
177.45,91,22.2,24.3,15.21,1235
213.55,82,17.8,21.8,8.33,98.5
169.04,88,17.5,22.7,7.13,3694.4
196.85,78,19.8,22.8,11.16,20
169.04,79,19.5,22.1,7.16,210
177.45,91,18.7,23.6,7.57,1400.75
213.55,96,15.4,19.9,3.41,186
169.04,91,16.5,21,2.76,4345.6
196.85,94,14.5,19.4,5.23,31
72.14,97,14.8,17.9,1.98,190
177.45,99,16.1,21.8,3.1,751
169.04,82,15.1,20.2,16.98,3186.5
213.55,74,14.4,19.1,17.59,267.5
196.85,76,15.3,19.4,15.38,20
177.45,81,15.1,21.2,13.05,1200.25
213.55,80,14.5,17.6,7.51,216.5
169.04,76,14.1,18.6,18.38,2386.4
196.85,85,13.6,17.5,13.36,10
72.14,80,14.9,16.2,8.85,86
177.45,80,14.8,19,10.39,1270.25
213.55,73,18.1,18.9,15.94,270.5
169.04,80,16.7,19.6,18.54,3095.1
72.14,75,18.8,17.9,16.08,218
169.04,68,18.5,19.2,10.71,245
177.45,75,18,20,12.64,814.5
213.55,59,18,18.8,17.28,373
169.04,81,16.2,20,19.45,2659.8
72.14,64,18.4,17.6,16.51,36
177.45,67,19.4,20.3,13.29,754.85
213.55,68,14.7,17.5,13.77,365
169.04,88,13.1,18.7,16.39,4316.8
72.14,72,14.5,16.5,13.46,159
177.45,83,14.5,19,11.69,813
213.55,69,12.5,16.2,17.5,152.5
169.04,86,11.8,17.5,11.85,4183.1
72.14,75,13.2,15.5,14.54,72
177.45,86,12.3,17.8,13.44,1714
213.55,77,13.7,16.5,14.71,166
169.04,86,13.5,17.9,17.29,4747.1
196.85,86,11.7,16.5,13.92,80
72.14,80,14.1,15.6,14.2,68
177.45,87,13.7,18,17.2,858.1
213.55,74,14.3,16.8,11.43,98.8
169.04,88,13.1,17.6,9.52,3535.1
72.14,80,14.6,15.8,12.6,176
177.45,86,14,17.9,7.91,610.5
213.55,74,15.7,17,12.89,80
169.04,92,14.6,17.5,7.51,3824.3
196.85,89,13.6,16.1,3.39,40
72.14,76,16.4,15.9,11.56,420
177.45,84,15.8,18,8.09,876
213.55,80,15.5,17.1,14.24,62
169.04,86,16,18.7,17.08,4502.5
196.85,85,15.7,17.9,14.44,50
72.14,85,16,16.4,13.74,56
177.45,88,16,18.8,14.43,1077
213.55,77,15.5,16.7,15.33,134
169.04,84,13.9,18.2,18.07,8150.1
196.85,84,13.6,17,13.55,75
72.14,81,16.1,16.3,14.68,240
177.45,80,15.2,18,13.13,1167.25
213.55,70,16.6,17.1,15.22,36
169.04,84,15.5,18.1,16.43,4048
72.14,78,16.6,16.5,13.8,56
177.45,79,16.4,17.9,12.9,756.5
213.55,68,16.7,17,7.21,69
169.04,85,16,18.6,7,4214.4
196.85,89,13.5,16.6,5.98,50
72.14,73,17,16.1,7.16,349
177.45,84,16.6,17.9,3.02,1149.5
213.55,57,17.9,17.4,12.94,40
169.04,87,15.2,18.2,12.89,4294.5
196.85,76,16.5,17.5,10.63,30
177.45,75,18.2,18.9,10.74,1207.85
213.55,62,16.9,17.3,12.53,89
169.04,81,15.9,18.2,13.99,3984
196.85,80,15.8,17.8,13.5,135
72.14,72,16.6,16.9,11.25,249
177.45,78,17.1,18.5,10,674
169.04,71,12.7,17.5,12.6,3315.2
196.85,61,13.6,16.8,14.99,100
72.14,75,9.8,15.2,14.13,4
169.04,61,14.6,17.3,8.93,50
177.45,76,12.3,17.9,10.29,774.25
169.04,84,9.9,15,16.04,3570.4
196.85,82,8.8,14.1,14.13,72.8
72.14,79,12.4,13.6,12.13,250
213.55,74,12.5,13.9,12.73,10
169.04,81,12,15.7,15.04,2966.3
196.85,77,11.3,14.3,12.29,170
213.55,81,12.1,14.8,10.16,10
177.45,80,14.2,15.8,9.93,616.5
169.04,80,9.8,15.1,16.66,3299.1
213.55,79,10,13.3,13.68,46
72.14,79,10.3,12.7,14.13,130
177.45,81,10.4,14.6,11.38,847.85
169.04,83,10.6,14.6,16.12,3784.9
196.85,79,10.8,13.4,14.69,20
213.55,86,13.4,13.7,11.89,10
72.14,86,14.1,13.4,11.2,100
169.04,68,13.9,14.8,8.54,100
177.45,84,12.7,14.5,11.9,1680
169.04,85,13.2,15.5,14.67,3822.3
196.85,81,12.5,14.3,13.82,84
72.14,76,14.3,15,13.53,114
177.45,81,14.4,16,9.84,872
213.55,79,12,13.6,7.97,139.5
169.04,83,12.9,15.5,12.77,2778
177.45,84,13.5,15.3,8.11,843.5
169.04,84,12.4,15.2,13.1,3619.2
196.85,81,11.5,15.1,14.35,90
169.04,78,14.3,15.6,6.4,60
177.45,85,12.3,14.9,8.36,963.35
169.04,88,11.9,15.7,14.4,3172.2
196.85,85,9.3,13.6,13,115
213.55,80,10.5,13.4,11.68,10
177.45,87,10.8,14.4,9.74,426
169.04,85,10.2,15,14.62,2737.2
213.55,78,10.1,12.7,13.09,37
72.14,84,10.3,12.2,11.3,70
177.45,84,10.4,13.7,10.18,818.75
169.04,84,9.5,14.5,11.7,2958.2
196.85,71,9.7,12.9,12.91,100
213.55,65,8.7,12.5,13.51,230
177.45,83,9.6,14.1,7.75,1427.5
169.04,75,5.9,13.1,15.94,3324.8
196.85,76,5.5,11.4,13.91,100
213.55,64,5.5,10.4,14.44,31
177.45,73,6,11.8,10.1,1062.25
169.04,74,6.6,11.9,15.32,4696.3
196.85,75,5.7,10.4,13.4,137
213.55,67,7.7,10.3,13.47,55.5
177.45,75,7.3,11.1,9.9,713
213.55,81,11.3,12.2,8.26,4
169.04,88,11,12.9,9.99,4096
177.45,90,10.8,12.9,9.93,609
169.04,83,8.5,12.8,13.93,4408.3
196.85,88,7.4,11,10.09,100
213.55,83,9.1,11.2,10.58,24
177.45,85,8.3,11.8,8.53,911.75
213.55,84,8.4,10.6,1.96,80.5
169.04,85,8.6,11.8,4.66,4027.7
196.85,85,7.7,10.6,3.79,120
177.45,89,8.5,11.1,2.27,938.25
169.04,67,4.5,11.2,15.04,4531.9
196.85,52,2.8,8.7,14.36,70
213.55,52,3.1,9.4,12.95,16
177.45,61,3.7,10.1,14.47,1054
169.04,82,6,9.8,13.71,5141.5
196.85,70,4.5,7.6,11.42,60
213.55,77,11,9.9,7.72,16
169.04,73,7.7,10.3,6.98,20
177.45,73,9.1,8.7,3.78,1167
169.04,86,10.2,11.2,11.41,4158
196.85,90,9,10.3,9.59,80
177.45,84,12.2,11,6.9,1332
169.04,74,9.5,13.3,5.95,5796.7
196.85,66,8.8,10.4,5.55,80
177.45,79,8.4,11.7,3.35,415.85
169.04,70,5.5,10.5,8.42,3793.5
196.85,58,3.9,7.9,12.97,70
213.55,74,2.2,8.1,4.67,97
169.04,59,6.9,10.3,4.69,70
177.45,78,3.9,9.1,5.64,798.5
213.55,63,1.2,6.9,12.29,108
169.04,74,2.7,9.1,14.1,5167.8
196.85,66,1.4,6.4,13.29,60
177.45,63,2.1,7,8.1,123.75
213.55,49,4.6,6.2,7.78,24
169.04,67,5.7,8.3,12.75,3829.6
196.85,68,3,6.1,11.04,60
72.14,56,4.8,4.8,7.69,16
177.45,64,4.6,6.2,5.74,1035.85
213.55,54,9.2,8.1,11.74,56
169.04,78,10.1,10.2,11.45,4785.6
196.85,79,7.2,7.8,11.74,60
169.04,77,10.6,10,6.59,190
177.45,66,9.2,8.1,7.59,950.5
213.55,79,10.7,9.2,8.09,40
169.04,79,11.7,11.1,12.91,2755.5
196.85,89,8.5,9,9.5,57
177.45,76,11.6,9,7.95,789.5
213.55,71,2.5,8.3,6.94,26
169.04,69,4.9,11.2,5.63,4781.4
169.04,58,7.1,11.4,2.9,270
177.45,72,4.1,8.9,4.88,446.5
213.55,71,7.2,7.9,11.26,46
169.04,83,6.5,9.6,9.39,3889.6
196.85,78,7.6,10,9.39,230
177.45,78,7.4,8.3,8.18,1030
169.04,68,7.1,10.3,7.21,4252.7
196.85,76,5.7,9,7.04,80
213.55,59,4.4,8.1,8,20
177.45,64,6.4,9,5.97,215.85
169.04,78,4,8.9,12.16,3484.8
196.85,81,3.7,8.1,7.19,48
177.45,70,4.6,6.9,6,853
169.04,69,1.9,8,13.67,3282.3
177.45,75,1.7,5.5,8.27,731
169.04,67,5.3,7.3,12.11,2658
177.45,66,4.5,5.3,6.99,803
169.04,70,5.1,8.1,6.7,2458.6
177.45,67,4.4,6.9,7.01,750.5
213.55,96,0.8,5.2,2.91,62
169.04,80,3.1,7.5,8.6,3270.9
196.85,66,2.7,5,8.85,150
169.04,73,4.1,7.5,4.47,50
177.45,77,3.1,6.1,5.22,651
169.04,81,2.7,6.9,11.48,2635
196.85,65,4.5,5.7,10.89,110
213.55,80,4.2,6,9.21,40
177.45,77,4.2,5.8,10.34,425.5
169.04,79,0.4,6,12.36,2568.4
196.85,51,1.2,4,10.98,150
213.55,52,-0.8,4.5,9.6,30
169.04,65,2.9,6.4,5.87,295
177.45,56,1.3,4.9,11.7,1235.5
169.04,56,-3,4.3,13,2806.7
177.45,56,-3,2.4,12.59,645.35
169.04,74,-0.8,3.4,12.47,3884.9
169.04,49,3.4,4.2,5.85,90
177.45,70,1,2.5,6.29,857.5
169.04,84,1.1,4.4,9.83,3571.8
177.45,76,3.8,3.1,9.78,1334.88
169.04,87,5.7,5.6,8.99,3392.6
213.55,89,8.4,6.3,6.69,20
177.45,85,7.1,4.7,2.96,458.5
169.04,79,6.5,6.7,2.57,2338.4
169.04,76,7.4,7.2,4.14,60
177.45,77,6.5,5.1,3.36,403.85
169.04,61,2.8,6.1,7.94,1601
213.55,59,0.8,4.8,10.33,40
177.45,60,1.9,3.9,11.66,667.5
169.04,71,-0.2,4.6,6.68,2345.9
177.45,65,0.1,2.5,5.44,591
169.04,74,2.5,4.9,6.94,2092.7
72.14,74,2.5,3.3,9.89,200
177.45,64,3.9,3.5,6.62,1026.75
169.04,81,7,6.6,4.9,2087.4
196.85,84,4.1,3.8,8.55,70
169.04,81,6.8,7.1,4.15,30
177.45,75,8.8,5.5,5.61,559.25
169.04,91,7.9,7.1,0.87,1815.2
196.85,86,6.2,4.8,3.66,60
177.45,86,8.9,6.6,0.27,817
169.04,71,4.6,7.2,5.57,1760.2
196.85,75,4.4,5.1,9.13,50
169.04,66,6.2,7.9,5.29,10
177.45,77,3.5,5.4,4.45,286.5
169.04,63,1.8,5.8,9.91,2009.2
196.85,60,1.9,3.7,10.02,67
177.45,66,0.9,3.7,11.18,180
169.04,78,0.7,4.8,5.71,1750.1
169.04,66,3.3,5.4,3.44,10
177.45,73,1.1,3.7,4.01,438.9
169.04,87,-1.6,4.1,5.15,1481.4
177.45,81,-0.3,2.6,5.82,833
169.04,79,3.2,4.6,8.06,2129.3
169.04,71,5.2,5.2,3.77,30
169.04,77,1.6,4.8,11.48,1665.8
177.45,73,2.1,3.3,5.31,851
169.04,65,3.9,4.5,11.54,1205.8
169.04,60,6.1,5.4,4.52,70
169.04,79,4,5.5,2.78,1002.9
213.55,72,3.3,4.3,2.38,10
177.45,75,3.9,4,1.2,1184
169.04,66,1.7,4.9,9.26,1126
169.04,59,2.7,5.4,4.6,70
177.45,64,0.4,2.7,4.65,203
169.04,77,-0.5,3.9,11.89,1287.3
177.45,72,-0.1,1.6,11.17,263
169.04,85,6.4,6,4.05,1190.3
169.04,84,7.5,6.5,2.88,150
177.45,83,4.8,4.7,1.93,500.5
169.04,58,-2.7,4.1,13.26,1843.1
177.45,54,-3.2,2,5.7,70
186.13,85,-0.1,1.2,3.49,2174.55
132.57,82,1.4,3.2,10.83,1801.5
345.65,81,0.6,2.9,9.57,20
132.57,66,5,4.2,4.86,70
186.13,84,1.4,2.1,4.08,1204
132.57,84,0.3,3.2,10.89,1009.6
345.65,81,0.1,2.4,7.74,30
186.13,88,-0.1,1.8,5.02,734.6
132.57,87,6.7,4.4,1.68,2724
345.65,86,3.3,3,1.64,30
132.57,86,6.7,5.2,0.66,110
186.13,93,4.8,2.4,1.11,394
132.57,96,12.1,7.1,1.45,1478.7
186.13,97,10.3,6,0.59,650
132.57,81,4.7,7.5,1.17,1267.8
132.57,76,5.9,7.5,0.9,87
186.13,92,4.7,6.1,0.75,880.25
132.57,68,3.2,5.7,10.21,1274.5
282.11,65,2.5,3.4,9.95,240
186.13,74,2.1,4.1,5.13,1100.25
132.57,80,0.3,4.4,12.54,1960.7
282.11,80,-0.6,1.7,10.61,130
132.57,66,3.2,4.8,5.48,60
186.13,80,0.1,2.3,5.82,831.25
132.57,75,2.1,4.1,10.35,1635.7
186.13,72,2,2.5,6.22,884.5
132.57,69,1.5,4.3,7.74,2687.2
132.57,64,2.9,4.4,4.18,48
186.13,64,1.4,3.3,4.56,547.5
132.57,74,0.7,3.9,9.22,1336.2
186.13,63,1.1,2.7,5.89,377.5
132.57,78,-1.2,3.2,11.01,833.1
132.57,62,1.9,3.6,5.59,100
186.13,68,0.1,2.3,6.67,738.5
132.57,65,1.2,3.3,11.74,880.4
186.13,59,0.3,1.8,6.28,593.35
132.57,60,1.7,3.9,10.98,558.6
132.57,44,3.7,4.3,4.69,162
186.13,59,0.1,2,5.75,760
132.57,75,-0.9,3.1,13.66,704.5
186.13,76,-0.4,1.3,8.4,1488.1
132.57,72,2.1,3.2,10.13,1010.8
132.57,62,4.1,3.9,5.85,330
186.13,72,2.4,2.2,5.12,1327
132.57,60,1.4,3.3,14.43,678.5
345.65,56,-0.7,1.3,12.48,10
186.13,59,0.1,1.4,7.73,640
132.57,88,3.9,3.9,2.01,561.3
132.57,88,5.4,4.4,0.55,398
186.13,74,2.6,1.8,1.8,919
132.57,89,8.4,6.3,3.33,-2
186.13,64,6.7,4.4,9.6,575.55
132.57,64,7.8,6.6,6.07,165
186.13,78,6.7,5.5,5.62,284
132.57,90,5.9,7.6,4.71,145.6
186.13,77,6.1,6,6.04,699.35
132.57,84,4.3,7.1,11.02,28
186.13,85,3.9,5.2,7.2,609.5
132.57,82,2.4,6.2,8.72,56
132.57,71,4.4,6.2,5.07,60
186.13,84,2.3,4.6,8.6,443.35
132.57,85,1,4.8,9.68,162.9
186.13,85,1.9,3.5,4.6,224
132.57,79,0,4.5,12.28,553.7
132.57,66,3.3,5.1,6.88,150
186.13,68,1.2,3.4,8.15,303.5
132.57,71,-0.6,3.8,16.01,310.5
345.65,70,-0.7,2.1,14.09,30
186.13,66,0,2.3,10.35,180
132.57,58,-1.3,3.4,16.87,204.7
345.65,47,-5.1,1.5,15.22,20
132.57,46,-0.2,3.8,7.92,86
186.13,56,-3.1,2.3,11.77,80
132.57,53,-3,2.4,12.99,315.2
345.65,49,-5.7,0.5,13.1,10
186.13,51,-4.6,0.4,7.95,340
132.57,61,0.3,2.6,12.92,319.5
345.65,67,-1.3,0.7,9.1,30
132.57,45,2.8,3.4,6.95,211.5
186.13,59,-0.9,0.6,8.65,294
132.57,66,1.6,3.3,12.32,101.4
186.13,61,1.2,2.2,9.46,220
345.65,67,2.8,3,14.04,30
132.57,78,2,3.8,14.08,100
132.57,71,4.6,4.4,6,89
186.13,69,3.4,2.8,9.66,306
132.57,71,5.3,4.3,11.96,45.6
345.65,50,4.9,3.2,14.46,10
186.13,60,6,3.3,9.47,425
345.65,91,6.6,4.7,1.37,30
132.57,92,10.4,7.5,2.08,52
186.13,93,8.6,5.5,1.6,394
186.13,93,6.9,6.4,2.4,658
132.57,81,7.7,7.9,17.25,67.6
345.65,79,7.7,6.8,13.49,30
186.13,87,6.6,6.3,10.77,478
132.57,80,9.6,8.4,8.45,89.6
186.13,79,9.2,6.2,6.59,406
132.57,77,-2,5.2,2.54,159.6
132.57,80,-1,4.8,5.5,60
186.13,90,-2.8,3.2,7.99,662
132.57,69,-0.1,4.8,18.37,56.5
345.65,60,-2.2,3.4,17.29,10
186.13,72,-1.4,3.6,14.87,681.25
132.57,79,1.6,4.7,16.75,68.2
345.65,77,1,3.2,14.34,10
132.57,59,5.2,4.8,8.55,20
186.13,74,2.2,3.6,16.39,533.25
189.61,86,4.4,3.5,13.92,200
186.13,81,4.4,4.6,11.69,382
132.57,79,7.3,7,7.89,115
186.13,78,7.6,5.5,10.56,119.25
132.57,60,8,8,7.87,40
186.13,67,6.3,6.7,10.9,184.15
132.57,73,7,6.8,15.56,34.2
345.65,73,6.1,5.1,14.77,20
132.57,74,6.7,7,8.44,40
186.13,65,7.2,5.3,16.77,170.85
186.13,97,7.6,6.8,0.86,567
132.57,87,8.5,9.8,10.44,67.8
345.65,74,5.4,6.8,17,20
132.57,81,9.6,9.9,6.83,20
186.13,80,7.6,8.1,12.04,372
132.57,79,5.2,8.7,18.06,56.5
186.13,82,5.2,6.7,13.19,412.5
132.57,86,6.4,8.2,1.4,10
186.13,90,5.7,5.9,2.58,152.95
132.57,85,7.4,8.5,10.65,89.6
186.13,85,6.8,6.6,13.08,434
132.57,78,5.6,7.8,15.1,22.6
186.13,70,6.2,6.7,17.29,738.5
132.57,58,5.8,8.4,11.13,50
186.13,66,3.7,6.8,17.77,457.35
186.13,68,1.1,5.5,13.96,470.25
132.57,58,4.5,7,11.32,36
186.13,64,3.1,5.3,16.51,458.5
132.57,92,4.8,7,3.72,12.3
186.13,74,5.7,6.2,8.21,790
345.65,60,8.3,7.2,12.55,6
132.57,89,8.8,8.5,3.11,47
186.13,81,7.9,7.1,7.93,116.35
345.65,79,5.9,7.1,4.26,10
186.13,85,6.5,7.2,1.74,963.5
132.57,50,5.7,7.6,12.68,60
186.13,56,4.3,6.1,16.07,284
186.13,63,5.6,6.4,15.44,432
132.57,54,9.1,8.8,10.8,28
186.13,56,5.8,7.2,13.9,300
186.13,63,4.2,6.3,16.34,636
132.57,50,5.3,7.7,12.18,70
186.13,62,3.1,6.5,22.56,768
186.13,77,6.7,7.1,18.75,634
132.57,68,9.4,9.8,12.48,35
186.13,62,10.1,9.6,22.88,172
186.13,62,9.1,8.9,17.42,580
132.57,42,9.7,9.7,12.47,10
186.13,59,8.1,8.5,22.58,398
189.61,75,11.8,9.1,14.77,60
186.13,64,13,9.7,19.51,798
132.57,43,11.6,11.8,12.78,20
186.13,77,7.1,9.8,22.89,308
186.13,72,8.5,10,22.41,1238
132.57,69,11.4,12.3,12.95,10
186.13,65,12,10.7,16.86,200
186.13,81,14.3,11.6,3.73,688
186.13,87,11.1,12.2,7.11,70
186.13,53,6.8,9.5,10.23,236
132.57,74,10.8,12.5,12.41,40
186.13,61,10.2,11.2,21.81,784
186.13,62,9.7,10.9,17.39,1042
345.65,50,9.9,11.1,20.5,25
132.57,53,11.1,12.8,10.59,10
186.13,66,9.5,11.6,19.09,690
186.13,67,7.7,10.3,21.59,1158
132.57,59,8.1,11.7,24.75,44.8
132.57,35,11.9,12.5,13.55,30
186.13,66,7.9,10.3,24.13,874
186.13,60,7.2,9.9,21.3,710
132.57,46,9.5,11.8,13.12,70
186.13,63,7.6,9.7,24.49,808
186.13,70,9.5,10.7,17.54,812
132.57,39,12.2,13.3,13.14,10
186.13,60,8.9,11,20.12,162
345.65,58,7.6,10.7,23.34,4
186.13,66,7.6,10.3,17.65,734
132.57,67,9.8,12.2,3.47,30
186.13,68,9.9,11.6,22.91,1000
345.65,70,7.4,10.8,16.67,16
186.13,76,7.5,10.2,9.06,1002
132.57,70,7.4,11.4,24.01,170
132.57,60,9.4,11.1,14.3,128
186.13,54,9.8,10.6,24.58,848
132.57,62,9.7,11.8,27.14,30
186.13,59,10.4,11.2,27.37,860
132.57,56,10.9,12.7,11.41,20
186.13,57,10.4,11.1,21.1,550
345.65,46,13.4,12.7,24.58,4
186.13,56,14,12.3,20.03,840
345.65,76,13.1,12.9,10.88,12
132.57,91,11.7,12.9,1.97,10
186.13,76,14.5,13.8,14.5,98
345.65,76,11.8,14.4,24.06,23
132.57,81,11.3,13.2,16.68,360
186.13,83,10.4,12.2,11.99,752
132.57,57,9.5,12.9,27.93,300
186.13,60,8.8,11.9,27.29,1160
132.57,43,8.7,11.5,17.12,30
186.13,53,7,10.6,26.29,806
345.65,49,8.9,10.9,26.74,12
186.13,47,9.4,11.2,26.46,884
186.13,57,8.7,11,28.69,510
132.57,66,12.5,12.9,26.43,120
345.65,60,12.7,12.3,22.71,20
186.13,62,12.7,11.7,19.93,422
132.57,53,10.9,13.9,28.33,310
132.57,41,13.1,14.4,15.83,60
186.13,62,10.5,12.6,27.79,766
186.13,71,11.2,12.9,22.77,1174
132.57,60,12.3,14.8,28.46,150
132.57,51,13.9,15.2,16.07,10
186.13,54,13.3,13.4,22.54,590
132.57,70,15.4,15.5,26.73,68.4
132.57,79,20.3,18.1,19.45,415.6
132.57,83,19,17.8,12.76,20
186.13,73,21.1,16.7,21.39,1260
132.57,80,19.3,18.4,11.14,783.6
132.57,85,18.5,18.8,23.16,1227.3
132.57,78,20.5,18.9,17.11,40
186.13,83,17.4,18.5,18.99,2010
132.57,84,17,18.5,15.29,536.9
345.65,90,11.4,15.4,6.54,10
186.13,91,13.9,15.7,9.24,1582
132.57,68,20.7,19.6,29.65,558.3
132.57,77,18.6,19.2,17.56,10
186.13,64,19.3,17,28.95,1018
132.57,57,17.6,19.6,28.89,320
186.13,50,19.2,17.2,29.08,638
132.57,69,16.4,18.5,23.07,330
345.65,47,17.8,17.6,18.99,8
189.61,45,19.5,18.6,20.96,30
132.57,74,16.2,17.5,12.29,60
186.13,58,18.6,17.3,23.68,100
132.57,93,16.6,18.5,5.94,1000
186.13,92,16.4,16.9,2.94,1776
132.57,71,18,18.4,27.78,829.7
186.13,73,17.2,17.6,25.68,1678
132.57,70,15.8,19.2,26.95,483
186.13,76,15.4,18.1,21.05,2572
132.57,69,13.9,18.3,30.31,484.3
345.65,62,14.7,16.4,28.57,8
132.57,57,16.1,18.3,17.95,100
186.13,61,14.4,17.3,30.18,1578
132.57,62,16.8,18.3,8.24,1065.8
186.13,50,19.5,18.4,23.54,388
132.57,90,17.2,18.2,3.31,596.9
132.57,93,17,18.2,1.42,10
186.13,88,17.7,17.7,1.99,1052
132.57,90,18.1,18.9,18.77,924.9
345.65,93,15.1,16.5,8.59,28
186.13,91,17.1,17.8,6.11,1566
132.57,87,17.6,20.2,17.87,690
345.65,79,18.8,18.7,11.15,30
132.57,91,17,19.6,2.59,24
186.13,79,19.8,20.3,20.24,42
132.57,87,12.9,17.9,7.12,1849
186.13,83,14.1,17.4,8.75,2246
132.57,79,14.5,17.6,27.25,1449.9
345.65,57,14.5,17.2,23.78,6
132.57,70,17,18.4,16.02,90
186.13,71,14.5,18.1,29.52,196
132.57,78,16.6,18.5,28.48,1694.4
186.13,72,17.2,18.6,27.34,160
132.57,70,17.5,19.4,28.61,1045.7
132.57,75,16.8,19.8,15.83,130
345.65,73,19.2,19.5,26.93,16
132.57,80,17.5,19.9,28.68,1531
186.13,74,19.5,20.7,29.08,1804
132.57,85,17.6,19.7,18.01,4095.7
132.57,74,19.6,20.1,9.79,110
186.13,85,16.7,19.8,14.76,1626
132.57,78,17.5,19.8,17.6,3385.5
186.13,81,18.1,20.3,19.14,1340
132.57,66,18.9,20.5,27.8,2129.8
132.57,58,20.4,21.4,16.74,210
186.13,72,18.4,20.9,23.05,1556
132.57,81,16.3,20.5,27.12,1215.4
189.61,74,17.8,19.6,23.89,150
186.13,77,17.8,20.9,24.58,547
132.57,68,20.3,21.3,27.36,2155.1
132.57,66,20,21.9,14.95,140
186.13,70,20.5,21.9,28.76,828
132.57,65,20,21.4,18.11,1767.6
186.13,71,21.3,22.1,18.16,1384
132.57,75,19.9,21.7,27.27,3635.7
282.11,52,22.4,24.3,29.04,60
189.61,75,18.9,22.3,28.5,6
132.57,64,21.7,21.8,17.01,60
186.13,74,20.1,22.6,24.2,1139
132.57,67,19.2,21.3,25.32,2492.3
282.11,54,20,22.9,19.92,10
186.13,70,19.5,20.5,16.12,1090
132.57,79,21.2,22.1,15.54,2401.9
189.61,84,21.4,21.8,21.92,160
132.57,84,20.9,21.3,5.83,130
186.13,75,23,22.6,22.65,1112
132.57,75,24,24,28.52,3240.2
186.13,76,24.6,24.3,20.56,1457
132.57,85,22.6,24.5,25.15,6019.4
282.11,63,24.9,26,24.16,30
189.61,83,21.3,23.4,18.95,128
132.57,78,24.1,23.7,13.64,80
132.57,84,22.6,24.7,21.74,4318.5
132.57,82,22.1,24,12.63,58
186.13,81,22.9,24.8,18.65,1406
132.57,69,23.2,25.5,29.34,3549.2
282.11,64,24.5,26.6,28.58,135
189.61,72,24,25.1,25.46,180
345.65,65,23.2,23.8,26.78,8
132.57,62,22.5,24.1,17.24,200
186.13,67,24.9,25.1,26.03,1123
132.57,69,24.3,25.8,28.6,3101.3
282.11,58,27,27.6,28.14,20
186.13,63,26.6,25.8,23.1,2054
132.57,82,23.4,26.4,21.11,490
132.57,80,23.8,25.4,14.08,160
186.13,74,25.5,25.7,18.34,82
132.57,88,24.7,25.9,13.2,2050
189.61,78,25.4,26.4,25.81,40
186.13,82,25,25.9,19.93,1794
132.57,87,24.7,26.5,20.29,2816.7
189.61,83,23.4,24,9.6,140
132.57,84,25,26,13.06,120
186.13,89,23.6,25,7.14,1452
132.57,93,23.4,25.6,8.47,2826.3
345.65,81,24.7,25.3,24.39,20
189.61,74,25.7,25.7,25.69,64
186.13,89,24.9,25.1,11.04,1852
132.57,75,22.7,24.7,29.3,1760
282.11,64,23.8,26,26.9,105
132.57,65,24.1,24.4,19.09,170
186.13,77,22.4,24.7,25.97,20
132.57,75,22.6,25.2,27.97,3702.2
189.61,71,23.4,25.1,24.39,40
345.65,75,22.5,24.9,26.43,8
132.57,61,24.8,24.9,18.39,30
186.13,75,23.1,25,20.99,1710
132.57,82,20.9,24.8,16.04,3613
189.61,74,22.9,24.9,20.95,168
132.57,81,21.4,24.4,8.62,220
186.13,78,22.3,24.1,10.89,1812
132.57,97,17.8,22.8,5.22,2603.2
186.13,88,20.4,22.9,6.36,2047
132.57,84,21.1,23.2,24.82,2746.4
189.61,72,23.7,24.7,19.67,164
132.57,80,22.3,22.9,16.89,140
186.13,72,23.2,23.7,22.43,1503.8
132.57,82,22.1,24.3,18.12,1070
186.13,79,23.2,24.3,18.7,448
132.57,81,22.9,26,25.25,4894.8
282.11,65,24.1,27.4,30.4,110
132.57,76,23,25.6,18.62,120
186.13,77,24.8,25.6,25.66,198
345.65,70,24.7,25.8,18.7,12
132.57,72,23.5,25.9,25.84,2753.3
186.13,73,25.2,25.9,21.35,2271
132.57,86,22.4,24.7,6.31,3186.7
132.57,90,22.7,24.2,2.67,50
186.13,80,23.8,24.2,4.04,1468
132.57,91,21.8,24.2,5.86,2063
132.57,91,22.4,23.8,3.95,10
186.13,92,22,23.4,4.48,822
132.57,82,22.8,24.7,23.34,3416.6
189.61,86,21.8,22.8,16.95,96
132.57,76,24,24.7,19.65,110
186.13,84,22.5,23.9,14.99,820
345.65,73,23,24.6,21,34
132.57,84,23.8,25.5,20.33,3533.1
132.57,83,23.6,25.1,11.06,90
186.13,79,24.3,24.8,15.71,1268
